"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IRGM",-0.635854669004273,2.06355105068421,-2.49438329483781,0.0153638926689832,0.0356442309920411,-3.78990317195848
"CXCR4",-0.697595956991453,8.865094123,-2.47646794225991,0.0160800656564087,0.037191317499792,-3.83037770702616
"TNFSF15",-0.700867362038462,4.54248892549123,-2.47392427409717,0.0161841523575511,0.0373175867816315,-3.83610515975532
"KLRG1",-0.614636723423077,3.66051728852632,-2.45404622342907,0.0170186856477502,0.0391222224951332,-3.88069838567703
"CD1E",-0.564994562021367,2.73828570336842,-2.44415815155632,0.0174480589004497,0.0399873447141005,-3.90277131001593
"ENTPD1",-0.527978705786325,5.8652479992807,-2.4239785261985,0.0183546524581131,0.0419375998588402,-3.94759144400157
"CSF2",-0.597300622905983,2.22398141545614,-2.41052348754445,0.0189823930704593,0.0432408591393545,-3.9773064257935
"CD14",-0.498666502521367,8.33635165703509,-2.4009436626695,0.0194409916878373,0.0441521317247871,-3.99838022425499
"MAFB",-0.552469811628205,7.65589747042105,-2.3933408520562,0.0198119821203411,0.044859563119331,-4.01505576490623
"MSR1",-0.648702296034187,6.78561637961403,-2.38465449763216,0.0202435888796474,0.0456995988480664,-4.0340544853762
"CXCL5",-1.15447603444017,3.34120267008772,-2.38099378843832,0.0204279863522192,0.0459782140584278,-4.0420440727222
"LY6E",-0.744923284064102,10.956032723421,-2.36606997778336,0.0211953607371859,0.0475633987971375,-4.07451059509942
"MAP3K1",0.438947154666666,7.43044891794737,2.3611585535881,0.0214534744676079,0.0479997618652116,-4.08515835395218
"MAP3K5",-0.50935143525641,7.08192999859649,-2.35266797320511,0.0219063079044598,0.0488679176330257,-4.1035222937402
"APP",0.542985016222223,10.8488971834912,2.34679561299133,0.0222244686998613,0.0494314141583936,-4.11619126269016
"PSMD7",-0.3253664525,8.69065122087719,-2.33591679690622,0.0228247736605576,0.0506172921766483,-4.13959156084248
"SSX1",-0.786620511923077,2.17966701980702,-2.33358895246043,0.0229550865693296,0.0507569949362889,-4.14458699679854
"CDH1",0.776667409081196,9.25074230331579,2.32018010316172,0.0237186885894108,0.0522920795216835,-4.17328089379281
"C3",-0.880871174726496,7.17650391896491,-2.31656192198872,0.023928567711045,0.0526009914114517,-4.18099989169776
"TLR10",-0.55169358641453,3.78394198973684,-2.30401429531321,0.024669259801724,0.054071575263081,-4.20769092019629
"CCL26",-0.654721017910256,2.81619013642105,-2.30145520503644,0.0248227996403745,0.0542504084893982,-4.21311967705829
"MAVS",0.392737899358974,7.69988763250877,2.29598414674522,0.0251538992250926,0.0548151445541035,-4.22470883330724
"KIR_Inhibiting_Subgroup_1",-0.682761378940171,2.99644062221053,-2.29351299227156,0.025304729756859,0.0549849171085639,-4.22993582243248
"SERPING1",-0.53370024032906,9.73362285138596,-2.2752204890672,0.0264464044480604,0.0573005429707975,-4.26848129995311
"IRF2",-0.294291795495726,6.6152497638421,-2.26741026660487,0.0269475942158817,0.0582191577042259,-4.28485980315031
"FOLR2",-0.668547231269231,6.24338648914035,-2.25441960566186,0.0277998469899411,0.0598888132297587,-4.31199699118576
"PPBP",-0.686776714641025,2.6337522647193,-2.25181471606018,0.0279735799895172,0.0600913940515555,-4.31742273093989
"CCL25",-0.566232508940171,2.41360535607017,-2.23654643593409,0.0290113128931409,0.0620143808267454,-4.34911864893288
"IL10",-0.563450050538461,3.86937539696491,-2.23622879413394,0.0290332578671633,0.0620143808267454,-4.34977611767241
"TLR9",-0.556551305931624,3.5048655288421,-2.23337797987225,0.0292308688956589,0.0622600992862339,-4.35567332263873
"CMKLR1",-0.549943580380342,5.87390441929825,-2.2292807508501,0.0295169552983581,0.0626923501266535,-4.36413772284992
"CCL23",-0.634948950871795,2.32609610419298,-2.22168135503275,0.0300541181015048,0.063595472906832,-4.37980236390297
"CCR6",-0.526571580294871,3.96863472392983,-2.22088570000562,0.030110853882943,0.063595472906832,-4.38143982855547
"C8G",-0.599900960008547,4.57539166214035,-2.21868862030344,0.0302680112407907,0.0637488281440117,-4.38595885599896
"CKLF",-0.391585813376068,7.52837049657895,-2.19892491418973,0.0317144879081806,0.0666092587263736,-4.4264388713182
"ITGA2B",-0.648604324615384,3.30055634498246,-2.19476512363031,0.0320265636937169,0.0670778584029516,-4.43491975278792
"PSEN1",0.293977368034188,6.91384491840351,2.18002485958384,0.0331542259875305,0.0692473307329585,-4.46486180496323
"IL22RA2",-0.586860479619658,3.57961724057895,-2.16678825759787,0.0341963804000781,0.0712267149769584,-4.4916028360307
"CASP10",-0.516604343508547,2.3198078321579,-2.16134627233724,0.0346330983616337,0.0719376202883521,-4.50255657757978
"BCL6",0.437295531905983,7.59718315773684,2.15252278420759,0.0353515591255588,0.0730883348502363,-4.52026662634011
"CD137L",-0.526646174871795,4.58223966149123,-2.15216508756215,0.0353809578519048,0.0730883348502363,-4.52098326927356
"TNFRSF1A",-0.352643757098291,8.40188236670175,-2.14974802429111,0.0355801747815326,0.0732990485936491,-4.52582316812706
"IL12B",-0.555208120440171,2.20488812491228,-2.14495415490077,0.0359781937414921,0.0739170519920573,-4.53540857642402
"CHIT1",-0.727424334273504,4.45836895005263,-2.14003478894829,0.0363906717161307,0.0745613219401156,-4.54522585413779
"MAP2K1",-0.329119308961539,7.3724700504386,-2.12246347761253,0.0378978925786905,0.0774390542122835,-4.5801338832472
"CD160",-0.574732213982906,2.36224614684211,-2.12094423282492,0.0380307300220602,0.0775004606395497,-4.58314047700642
"ABCB1",-0.607034825350428,4.08561818245614,-2.09795760264244,0.0400906683697652,0.0814780699482559,-4.62840494036578
"AKT3",-0.589166155901709,7.80597850589474,-2.05871593361959,0.0438317796684028,0.0888418329838056,-4.70469332320138
"HSD11B1",-0.557954766294872,3.89313834347368,-2.0550435302511,0.0441968803254623,0.0893416830171543,-4.71176886324168
"STAT2",-0.349733698931624,9.09173650310526,-2.05198984947674,0.0445024694853417,0.0897188823314108,-4.71764397594655
"KLRD1",-0.465999920594017,3.85046783654386,-2.04291461038197,0.045421456738162,0.0913274090148643,-4.73505944801956
"BST2",-0.753802362769231,7.38309231736842,-2.03636283887575,0.0460950569014078,0.0924353002756954,-4.7475906514664
"EGR1",0.656594203320513,6.69221225907018,2.02738380350841,0.0470322020922716,0.0940644041845432,-4.76470744111991
"PDGFC",0.494307092017094,6.20318754229825,2.01364681276963,0.0484977124191614,0.0967388231853114,-4.7907667659778
"TYK2",-0.284207082820513,7.18495701738597,-2.00932337947233,0.0489670101814121,0.0974172181445506,-4.79893641626662
"FPR2",-0.458710041824786,3.20443949075439,-1.9934194644214,0.0507271027449913,0.100653251236114,-4.82885672653164
"Aspn",0.748432308149573,6.35025045514035,1.97289052051375,0.0530791285607073,0.105043734736938,-4.86717031969909
"IFNL2",-0.505825053688034,2.92702396326316,-1.97059368306711,0.0533479994608251,0.105299454433147,-4.87143532002041
"BST1",-0.386394015585471,5.17834519582456,-1.95891778641944,0.0547328905902045,0.107750912545729,-4.89304883137253
"ITGAE",-0.375245432645299,5.72933406891228,-1.95460269873903,0.0552524282251533,0.108490445004598,-4.90100801296283
"IKBKG",-0.30603472065812,6.67668021007017,-1.93636825612607,0.0574946150843738,0.112517275623402,-4.93447081301894
"SAA1",-1.19899632686752,7.66769663724561,-1.93551280776697,0.0576016822156937,0.112517275623402,-4.93603389530225
"PYCARD",-0.489203186132479,5.49794533040351,-1.93381840989729,0.0578142530441113,0.112640689393436,-4.93912811495782
"IL12A",-0.552510258470086,3.72732756063158,-1.93103236251249,0.0581652295325164,0.113032430586385,-4.94421065033298
"NFATC3",-0.270544890081196,6.31136967257895,-1.92571604277394,0.058839996537523,0.114049761926202,-4.95389117127075
"DPP4",-0.656841717965812,4.29728221233333,-1.92234675110786,0.0592710788909732,0.114590752522548,-4.96001413636944
"TFE3",-0.290042074324786,5.2204649294386,-1.92096125071455,0.0594491239014432,0.114641021538844,-4.9625292381367
"LTF",-1.61042019372222,7.87639062694737,-1.91075271844156,0.0607750523887721,0.116898952809016,-4.98101138814113
"MEFV",-0.521360853072649,2.53042324273684,-1.90679189879281,0.061296220905851,0.117601400923694,-4.98815884110678
"NT5E",-0.578368860713675,6.32286629798246,-1.8984251943613,0.0624095974768874,0.119433595171505,-5.00321371465898
"TP53",0.445230842461539,7.7518007002807,1.89095571671055,0.0634180167152534,0.121056163552661,-5.01660456586465
"RIPK2",-0.398232205927351,6.66633482849123,-1.86551341837899,0.0669569848497056,0.127488804486561,-5.06186424365295
"PDGFRB",0.426893848247863,8.07637612829825,1.84436330700245,0.0700244237668028,0.132993489975238,-5.09907306552124
"IRAK2",-0.420381530303419,4.41872717349123,-1.81969917586856,0.0737499433318164,0.139717229327109,-5.14198557229795
"SPACA3",-0.47713519891453,2.57712414901754,-1.81750775318879,0.0740888487533547,0.139967345692471,-5.14577338308001
"CXCR2",-0.494363169115385,2.40339787396491,-1.8164478334283,0.0742532337891095,0.139967345692471,-5.14760395791627
"CXCL6",-0.683974775,3.03169211578947,-1.80245813768252,0.0764516929469965,0.143752061052457,-5.17167574861906
"CYFIP2",-0.445387600371795,5.62762691829824,-1.79504323498015,0.0776388249135181,0.145621079564161,-5.1843667539327
"CXCL4",-0.450738088893162,2.33872204908772,-1.78466917370114,0.0793255105269835,0.14841547130855,-5.20204368627773
"CCL27",-0.434480533423077,2.34715555294737,-1.76997937999679,0.0817660172235291,0.152602913333022,-5.22691685177562
"DDX43",0.53392545484188,3.00589899614035,1.75893712731114,0.0836413637681624,0.155372836285866,-5.24549203141216
"IFNGR1",-0.336468821705128,7.80013102708772,-1.75881503843591,0.08366229646162,0.155372836285866,-5.24569682273975
"JAM3",0.498516658290598,6.21798919863158,1.7532403951206,0.0846227356966293,0.156703185306825,-5.25503404957827
"RRAD",-0.507944610675213,2.66323349496491,-1.7522501397002,0.0847942965586003,0.156703185306825,-5.25668987770085
"EWSR1",-0.232288633529914,8.91754712764912,-1.74582144542338,0.0859150867088546,0.158386247869135,-5.26741890997248
"CD58",-0.279409314564103,6.50473675150877,-1.73520952239423,0.0877920111900329,0.16107567668121,-5.28505152973182
"MAGEA4",-0.513037533666666,1.98694890659649,-1.73515804591366,0.0878011977665481,0.16107567668121,-5.28513682555147
"IRAK1",-0.36328002682906,8.27565201457895,-1.7338726817688,0.0880308437079814,0.161104990669461,-5.2872659145629
"KLRF1",-0.443200449576923,2.90161881603509,-1.73242604445666,0.0882898965660446,0.161187849905079,-5.28966043176703
"CTSH",-0.366830239106837,7.56382993391228,-1.72416002587428,0.0897822201198627,0.163350728923284,-5.30330791135423
"KIR_Activating_Subgroup_2",-0.540416191722223,2.45956639491228,-1.72346910198935,0.0899078945665288,0.163350728923284,-5.30444597546465
"MAP4K2",-0.293138586465812,6.25494116480702,-1.72116831183797,0.0903274396388168,0.163718484345355,-5.30823277430915
"CDKN1A",-0.360757378978632,6.93428825242105,-1.71940463733328,0.0906501346244535,0.163909356131506,-5.31113245003107
"TICAM1",-0.243800027333334,6.39472106335088,-1.71789277107946,0.0909275129056486,0.164017571126457,-5.3136159820653
"SPA17",0.333290908611111,5.62569469994737,1.71394366703608,0.0916553463488512,0.164935873859269,-5.32009381072021
"IL27",-0.432419561653846,2.14829975236842,-1.71043372543096,0.0923062620082545,0.165711717986247,-5.32583992819428
"CD55",0.362753570948718,4.58049634829825,1.70248300940011,0.0937947929494002,0.167984023477073,-5.33881652344469
"TNFSF12",-0.33468465184188,6.7304023388421,-1.69400288852019,0.0954041263968582,0.170461401192491,-5.35259670080843
"IFIT2",-0.595874050824786,5.74161852154386,-1.68921074583415,0.0963235436973624,0.171697285928632,-5.36035628389617
"PRKCD",-0.318015701209402,7.32002557124561,-1.67969645021897,0.0981704837184335,0.174576756423818,-5.37570289706051
"TNFSF10",-0.619909375568376,8.59182901373684,-1.66395912905491,0.101289013375044,0.179698626081843,-5.40091409238167
"ATG7",-0.228773255260684,7.17279732,-1.65911892366217,0.102264258878922,0.181002937076778,-5.40862462324664
"A2M",-0.650659449102564,9.36157399812281,-1.64576561899326,0.104994552265347,0.185400216412346,-5.42979041300463
"CR2",-0.471948282551282,4.46039473329825,-1.63472221050115,0.107297095642439,0.189023388117754,-5.44717685356476
"TNFRSF11A",-0.525756372119658,4.43234594152632,-1.62773504839518,0.108774971326343,0.191180252634178,-5.45812196776627
"FCER2",-0.471708832029915,3.47593961817544,-1.62114370658199,0.110184211936824,0.192896587705906,-5.46840771868703
"TNFRSF10B",-0.323749093482906,6.42768539470175,-1.6207764315205,0.110263168834543,0.192896587705906,-5.46897972547933
"IL1R2",-0.487354595465812,3.4081332618772,-1.60988809699914,0.112624827303154,0.196572036543006,-5.48588364911632
"CXCL16",-0.446108674008547,6.54106468752632,-1.60856132986831,0.112915373495562,0.196623999112365,-5.48793629067876
"ECSIT",0.237326003380342,6.00375682592982,1.60320760074227,0.114093931903482,0.197997258259791,-5.49620327799829
"CXCL12",-0.509389917367522,7.59695085068421,-1.60259604678906,0.114229187457572,0.197997258259791,-5.4971460031447
"MAF",-0.369690307448718,6.45163548166667,-1.60008704879158,0.114785449575137,0.198505112338654,-5.50101022940352
"CREBBP",0.281260259957265,4.3623313632807,1.58005077198912,0.119306376727159,0.205537493349303,-5.53166948791605
"IL17RA",-0.242542117517094,6.19546925482456,-1.57920595484449,0.119500097454763,0.205537493349303,-5.53295441375467
"IL13RA1",0.297942058021367,8.21234215061403,1.57846718621482,0.119669707666239,0.205537493349303,-5.53407752690223
"IL24",-0.392693134504273,3.43606555068421,-1.57466479103549,0.120545740102147,0.206571563720498,-5.53985047050613
"NOD1",-0.254216836611112,5.85914501463158,-1.55355850205548,0.125502319793212,0.214577662412885,-5.57166167768235
"CFP",-0.341426506452992,3.75581083278947,-1.54708933307969,0.12705371232192,0.216738685725628,-5.58133269991773
"SYCP1",-0.322314831282051,3.02258152835088,-1.54386175185547,0.127833428566181,0.217576535302258,-5.58614381567152
"DEFB1",-0.447991769376068,3.03991174675439,-1.54247167611951,0.1281704147374,0.217658767369368,-5.58821304062127
"PBK",-0.494491417128206,4.8756653134386,-1.53544114320581,0.129885632649191,0.22007588093818,-5.59865210770687
"MST1R",-0.392806587128205,5.83898372405263,-1.52467714678252,0.132547018583859,0.223959355185457,-5.61454928122467
"CD1A",-0.440989586517094,3.48488695736842,-1.52377646286853,0.132771660169628,0.223959355185457,-5.6158747975494
"CCND3",-0.249578255380342,6.74736456985965,-1.51687620700898,0.134502706431582,0.226372858592439,-5.62600570127258
"PVR",-0.304793181380342,6.88432945977193,-1.51541985986193,0.134870331496004,0.226486035518902,-5.62813845959878
"RORC",0.594226520799145,4.49512849250877,1.50906725675414,0.136483232071587,0.228641572027828,-5.63741938711707
"CD1C",-0.439571520978633,3.320387824,-1.50798154752427,0.136760409793833,0.228641572027828,-5.63900195585437
"AICDA",-0.348120060059829,2.31764986807018,-1.50488357001724,0.137553760127727,0.22945914853165,-5.64351187604298
"YTHDF2",0.243377959897436,6.58186772696491,1.50082516958456,0.138598559587273,0.23069164222694,-5.64940693517517
"IL4",-0.359865864371795,3.42587981163158,-1.4986142142545,0.139170381440018,0.231133188558972,-5.65261226290838
"MAPK8",-0.188519146393163,6.79871871892982,-1.494106493052,0.140341984286416,0.23256671681749,-5.65913374294036
"IFIT1",-0.602524716145299,6.65592374626316,-1.48994801313407,0.141429697812882,0.23343970135253,-5.66513379630542
"MAPK14",-0.183297298944443,8.31473692977193,-1.48972587101776,0.141487988750804,0.23343970135253,-5.66545387681782
"IL23R",-0.376255250435897,2.06555745492983,-1.47999916158384,0.144058913099098,0.237162490123842,-5.67942545387507
"IFNG",-0.409711960794872,3.57146439233333,-1.47673369695839,0.144930211298935,0.238014291907992,-5.68409694513949
"IL5RA",-0.329625444824786,2.75626547703509,-1.47569711366652,0.145207658193205,0.238014291907992,-5.68557784955026
"CD1B",-0.417852527952991,1.75551267201754,-1.46885810881802,0.147048614889259,0.24050901437419,-5.69532409032917
"LILRA1",-0.367445106029915,3.41849752266667,-1.46429067902202,0.148288251175347,0.242011561442016,-5.70180966142008
"EGR2",-0.363338006350428,5.08098395933333,-1.4593922003797,0.149626812979994,0.243668719194203,-5.70874441555999
"IGF1R",0.475967708717949,8.08169806984211,1.45628637603126,0.15048039522039,0.244530642233134,-5.71313010855039
"STAT6",-0.280878154726496,8.28654125663158,-1.4511475568176,0.151901060881926,0.246308386892413,-5.72036745200684
"CEACAM1",-0.496362013824786,5.71561458966667,-1.43332270557455,0.156910096378025,0.253884576542985,-5.74528648456594
"IKBKB",0.283215709935897,6.84692469687719,1.42084898486513,0.160491063271049,0.2591226160736,-5.76255365885447
"LOXL3",-0.308062265222222,5.28881941573684,-1.41181485010141,0.163123881769848,0.262810698406977,-5.7749713843909
"BLNK",-0.360225862324787,4.77133624496491,-1.39644394164432,0.167679967933673,0.269575044396566,-5.7959288692078
"ITGA5",-0.353673229615385,7.54029208891228,-1.3867697461623,0.170597333501116,0.27368167970179,-5.8090089600934
"CX3CR1",0.340537078200854,4.74964958310526,1.38305207563276,0.171728750368713,0.274911842416157,-5.8140127980041
"S100B",-0.723040773487179,4.88850179750877,-1.38129964520706,0.172264068179692,0.275184549592136,-5.81636713132322
"FIGF",-0.413157119628571,3.57827421141667,-0.696513173658636,0.496394789912009,0.617626520781608,-5.81854998439
"CTSL",-0.321646828495727,6.58068978370175,-1.36617208617695,0.176938422037185,0.282054059653356,-5.83657402521523
"ANXA1",-0.386672068581197,9.530292,-1.36261869529369,0.178050327831092,0.283227736676462,-5.84129021686617
"TLR3",-0.289456217987179,4.32630860475439,-1.35694339731231,0.179837252200009,0.285223814377479,-5.84879873998583
"BMI1",0.217820346824786,6.53172068857895,1.35623353156467,0.180061718360319,0.285223814377479,-5.84973583247887
"TNFRSF14",-0.25951036815812,7.08867276952632,-1.35041697969617,0.181909009211946,0.287545897161021,-5.85739688185131
"IL22RA1",-0.336250926465812,2.93140238631579,-1.3355948937762,0.186681493644238,0.294472481606184,-5.87677911594933
"IL12RB2",-0.453234273940171,4.33958904122807,-1.33309301663249,0.187496329024807,0.295140359258256,-5.88003084604879
"RUNX1",0.257858764247863,7.68960668508772,1.33167931346263,0.187957945840072,0.295250606590446,-5.88186571880276
"COL3A1",0.484306791068377,12.5141421794737,1.32996425534166,0.188519117477964,0.295516454424916,-5.8840892630672
"ICAM4",-0.305210773478633,3.29441949773684,-1.32168596756264,0.191245617156981,0.299086034759932,-5.8947839351331
"SIGIRR",-0.329866977782051,6.12489017698246,-1.32064790958412,0.191589595210938,0.299086034759932,-5.8961205530199
"FADD",-0.216056085576923,5.33122561419298,-1.31920081079987,0.192069893934126,0.299216322368453,-5.89798220448289
"CD209",-0.378049235846154,3.30761137796491,-1.31560101249403,0.193268618966163,0.300462966392757,-5.9026048895002
"BCL2",0.371197948649572,6.94915730429825,1.29655958728157,0.19970319565018,0.309827591605423,-5.92685852743521
"PLA2G6",0.268035639777778,6.34280974994737,1.28982509382737,0.202016937829775,0.312375121090267,-5.93535645695072
"TNFSF11",-0.374728690384615,3.51053194580702,-1.28873053859434,0.202394874276343,0.312375121090267,-5.93673366916939
"VEGFC",-0.329516143213675,5.19391964433333,-1.28817149420972,0.202588109035996,0.312375121090267,-5.93743665401274
"CTAGE1",-0.386542652923077,3.31436720133333,-1.27321275341973,0.207809906246091,0.31977279450929,-5.95613969589971
"MAP2K2",-0.184850706636752,8.74715480066667,-1.26119179764622,0.212078173689628,0.325676054912381,-5.97101962748994
"LAMP1",-0.237020990944445,10.1885507426842,-1.25661359539964,0.2137207107419,0.327531333128847,-5.97665148770032
"IL9",-0.378732845017094,1.63224848466667,-1.25303741168599,0.215010280060727,0.328839251857582,-5.98103720389995
"LIF",-0.44325181525641,5.50160729880702,-1.24737938830158,0.217062284693754,0.331305592427309,-5.98795179425554
"IL11RA",0.278062743388889,5.06720733205263,1.2447580497265,0.218017849710244,0.33209183572025,-5.99114522654273
"MASP2",-0.329249966465812,3.39311897678947,-1.23990188233189,0.219796265654843,0.334125774805951,-5.99704437246077
"DOCK9",-0.204416274388889,6.80518061929824,-1.2327847892967,0.222421916726863,0.337436871654034,-6.0056504536751
"BID",-0.231771937517094,3.79760048296491,-1.2210079195274,0.22681709040237,0.343413827637323,-6.0197877499764
"CCR3",-0.289374844700855,2.33201566735088,-1.21869872485762,0.227686285877085,0.344038997096838,-6.02254463892284
"MAPKAPK2",-0.217910987346154,7.95471368184211,-1.21601679369504,0.228698832342516,0.344877839172514,-6.02574029569372
"MAGEA12",-0.387868287008547,2.35554852768421,-1.2079381012329,0.231768740750346,0.348809641767986,-6.03532596759563
"FCER1A",0.416055354111111,3.66556070829825,1.19861117645089,0.235350146749092,0.353494045117163,-6.04631702252179
"RELA",-0.165855462692307,6.44758916508772,-1.19563894298317,0.236499834614269,0.354514662622583,-6.04980251017947
"FOS",0.452041191072649,9.07047394435088,1.19426977446796,0.237030809003309,0.354605615056538,-6.05140533560157
"SPP1",-0.655979396743589,9.18261550396491,-1.19169970122301,0.238029834360421,0.354781650802244,-6.05440927931305
"CD3EAP",-0.203951092854701,6.23200852547369,-1.19154634380558,0.238089542846068,0.354781650802244,-6.05458833089098
"TNFRSF11B",-0.529035497008547,4.18359812440351,-1.18485881261643,0.240703829326491,0.35796979745991,-6.06237494309746
"ANP32B",-0.198771545166667,8.69351824036842,-1.176135484061,0.244145009299909,0.362372710653802,-6.0724690767706
"IL7",-0.269563448508547,2.72090863836842,-1.16470422743794,0.248707817281384,0.368144834675104,-6.08558883537804
"IL6ST",0.262443763393162,8.77762202329825,1.16395142288976,0.249010431942047,0.368144834675104,-6.08644853960106
"IL1RAP",-0.291182202820513,5.29809031257895,-1.15630015468523,0.252101086775761,0.37198477383351,-6.09515615865879
"MUC1",0.62840781401282,7.51949321066667,1.13998825890011,0.258781389781819,0.381096031045882,-6.11353669514428
"CD46",0.212344434551282,9.2725342828421,1.13686762756163,0.260073599315209,0.381650320667576,-6.11702459395463
"IGF2R",-0.179086744183761,6.9252348924386,-1.13641326850342,0.26026212411032,0.381650320667576,-6.11753166303108
"PAX5",-0.349651076465812,3.64653506,-1.13541594034418,0.260676280031567,0.381650320667576,-6.11864401015023
"IFITM2",-0.290643859123931,8.48738176754386,-1.13214030376329,0.262039825551543,0.382903155941596,-6.12229083461063
"FAS",-0.272585979935897,4.22483455363158,-1.12966007644763,0.263075621490277,0.383673150103808,-6.12504540102964
"ROPN1",-0.42829576625641,3.32551530731579,-1.12663409382248,0.264343254855907,0.384777633516126,-6.1283982494556
"VEGFD",0.302344840764706,3.13178635586667,0.935468433187792,0.354177816091737,0.479578272024118,-6.13096942379756
"ITGA1",-0.233696010619658,7.07609252670176,-1.12341327115322,0.265697245247424,0.386003319685082,-6.13195751472922
"JAK1",-0.140808705944444,8.03534371585965,-1.11929653027514,0.267434983543667,0.387780726138317,-6.13649261799284
"CRP",-0.378562731294872,2.07140379078947,-1.10897822754976,0.27182563553679,0.393111471285588,-6.14778933768159
"NFKB1",-0.175386075294872,5.2022053417193,-1.1082110477704,0.272154095505407,0.393111471285588,-6.14862525481651
"AXL",-0.216672623025641,7.57410107310526,-1.10517736311934,0.273455662740475,0.394236270948983,-6.15192531121645
"SERPINB2",0.401319130269231,2.67129545049123,1.09450060848426,0.278071058752584,0.400125149426428,-6.16347045347265
"ATG16L1",0.176858161089743,6.55203299335088,1.08662507312907,0.281510179217933,0.40430223834347,-6.17191753411363
"BCL10",-0.139469328217949,7.76462097429824,-1.08292601537496,0.283135667517628,0.405863675491048,-6.17586480303283
"PTGS2",-0.444326260692308,4.43092257268421,-1.08089714621589,0.284029982310595,0.406373067670187,-6.1780243159216
"IFNA2",-0.256113229572649,2.27448359349123,-1.07766465842949,0.285458891086674,0.407643946741197,-6.18145690579444
"PLA2G1B",-0.277399802876068,2.91274928873684,-1.07490909911365,0.2866809021065,0.408615123229302,-6.18437523569211
"IL3",-0.278887259038462,2.84001844045614,-1.06877559450092,0.289413918193521,0.411732253430027,-6.19084523515365
"MICA",0.191531659029915,5.68830341882456,1.06621961351507,0.290558125314358,0.412520949363904,-6.19353092304731
"CCL7",-0.29638962274359,3.74150170710526,-1.06509506381366,0.291062526606893,0.412520949363904,-6.19471057874905
"ELANE",-0.240053314132478,3.38633065601754,-1.06176330016815,0.292560484679901,0.413866051498397,-6.19819857198557
"LRP1",0.260649395179487,8.13760640614035,1.05862440926483,0.29397657365341,0.415090517855189,-6.20147502103792
"IL34",-0.343987420166667,5.24387377229824,-1.05380700574679,0.296159062709294,0.417390529500575,-6.20648536612008
"TFEB",-0.218113097653846,5.51296641150877,-1.04510820884192,0.300128080145793,0.422195097817029,-6.21547677170908
"IL17F",-0.264593238940171,2.2309168777193,-1.04371201532395,0.300768493910798,0.422308090146633,-6.21691323913403
"ULBP2",-0.259493926337607,3.22237855652632,-1.03631708838959,0.304175993434168,0.426001375336898,-6.22449059605508
"ITCH",-0.11328541859829,7.84231166377193,-1.03404966330308,0.305226041293737,0.426001375336898,-6.22680354676854
"TREM2",-0.249198599991453,3.65649971870176,-1.03294507416317,0.30573846996089,0.426001375336898,-6.22792854336856
"CREB1",0.129103465970085,7.13588029821053,1.03283970582995,0.305787381791782,0.426001375336898,-6.2280357977856
"IL17RB",0.377008784252137,5.16243282824561,1.03190005763735,0.306223800308486,0.426001375336898,-6.22899179871746
"LCN2",-0.5986718593547,5.06878749636842,-1.00324051610718,0.319738008362382,0.443982427818114,-6.25774635895139
"PIN1",-0.143615620696581,6.98404860170175,-0.998528928083037,0.321997437747648,0.446297919231116,-6.26239864743781
"BAGE",-0.232938677692307,3.32703677492982,-0.978498536966636,0.33172190985561,0.458814554906833,-6.28194036738086
"MAGEB2",-0.354359834371795,2.5110048462807,-0.976955988927585,0.332478783132972,0.458814554906833,-6.28342938396532
"PPARG",0.22644720524359,4.04587007435088,0.976193095517768,0.332853529885992,0.458814554906833,-6.28416496157305
"SPO11",-0.273188551081196,2.18350021326316,-0.965904775288623,0.337934624708749,0.464937089527501,-6.29403052003963
"RPS6",0.155745527905983,13.0814681098246,0.964709027728345,0.338528464390714,0.464937089527501,-6.29517056185709
"LBP",-0.672695363482906,4.11337956242105,-0.963441704121951,0.33915859965151,0.464955607522251,-6.29637735098775
"CXCR1",-0.258409915534188,4.35575306803509,-0.951221646429417,0.345274164251926,0.47248043529211,-6.30793477614653
"TLR5",-0.22961156734188,4.25209451489474,-0.949763383615423,0.346008740214602,0.472627880655452,-6.30930440727577
"SMPD3",-0.272877547132479,2.53183778675439,-0.946926017595202,0.347440938966859,0.473499152600669,-6.31196347809753
"TICAM2",-0.202823252722222,4.8048692514386,-0.946013113385477,0.3479025603989,0.473499152600669,-6.31281737541272
"C9",-0.215177780794872,2.24357859398246,-0.943582200585917,0.349133730144636,0.474318617169469,-6.31508726439486
"CD81",0.144188737863248,11.4416397733333,0.933486150487252,0.354277317662379,0.479578272024118,-6.32445387288227
"CD36",0.346083116247863,5.8951001574386,0.928917304263447,0.35662103074221,0.481885765554886,-6.32866045610002
"ABL1",0.140412385444444,7.12562365863158,0.917260575658768,0.362645911443471,0.489150299156309,-6.3393020586267
"AIRE",-0.211438511363248,3.00356132175438,-0.909303607631238,0.366795835200187,0.493864392394537,-6.34649106066907
"IL22",-0.212140797286325,2.3116692358421,-0.89079268042815,0.376566990970462,0.505441343191117,-6.36297957753328
"CEACAM6",-0.561954655141025,3.94802744352632,-0.890477463394298,0.376734794261814,0.505441343191117,-6.36325749682218
"MERTK",-0.15527966901282,6.0843066695614,-0.886595365487026,0.37880527306959,0.507316475833873,-6.36667239454946
"ICOSLG",-0.215251639294872,6.23460251957895,-0.876745806420946,0.384090569093041,0.513482782085377,-6.3752713601147
